Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,pickup_time,Order_Month,Distance,Time_taken (min),Time_pickup_(Min),Order_Day
31.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,13.58,35.0,10.0,29.0
34.0,4.6,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,,3,6.15,22.0,5.0,21.0
39.0,4.8,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,,3,9.06,26.0,5.0,9.0
35.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,,2,20.29,22.0,15.0,14.0
24.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,,3,4.56,24.0,15.0,13.0
26.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,4.54,27.0,9.98,9.0
29.0,4.5,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,,3,19.36,16.0,10.0,20.0
35.0,4.9,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,,3,4.66,20.0,5.0,30.0
22.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,,3,19.36,32.0,10.0,2.0
37.0,4.7,Fog,Jam,1,Buffet,motorcycle,0.0,No,Urban,,3,10.6,37.0,10.0,6.0
23.0,4.9,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,3,4.66,14.0,9.98,19.0
22.0,4.7,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,,3,7.76,27.0,9.98,5.0
22.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,9.33,21.0,15.0,13.0
26.0,4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,,3,9.22,15.0,5.0,24.0
28.0,5.0,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,,2,7.86,22.0,10.0,11.0
35.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,,3,3.06,25.0,10.0,1.0
24.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,3,12.25,18.0,10.0,27.0
39.0,4.8,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,,3,19.66,27.0,15.0,20.0
26.0,4.7,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,,2,7.72,19.0,5.0,13.0
37.0,4.3,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,,3,9.18,36.0,10.0,21.0
34.0,4.9,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,,3,7.6,38.0,5.0,3.0
28.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,,4,10.76,39.0,15.0,4.0
36.0,4.9,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,,2,4.53,18.0,15.0,15.0
26.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,,3,3.03,18.0,5.0,7.0
35.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,4.56,32.0,15.0,11.0
24.0,4.7,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,,3,3.06,24.0,15.0,11.0
29.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,,3,14.15,21.0,15.0,2.0
34.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,,2,9.06,22.0,9.98,17.0
21.0,4.5,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,,3,20.18,26.0,10.0,20.0
32.0,4.2,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,,3,14.15,44.0,10.0,23.0
20.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,,3,17.07,30.0,10.0,14.0
28.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,20.44,20.0,5.0,4.0
35.0,4.7,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,,3,10.87,37.0,9.98,16.0
27.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,12.29,24.0,15.0,12.0
35.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,4,7.6,30.0,9.98,1.0
33.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,2,1.49,25.0,5.0,17.0
23.0,4.6,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,10.87,44.0,15.0,18.0
39.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,,3,3.12,22.0,15.0,3.0
29.566910587697237,4.8,Fog,Low,3,Snack,bicycle,1.0,No,Metropolitian,,3,16634.77,37.0,9.98,19.0
35.0,4.2,Cloudy,Medium,2,Meal,electric_scooter,2.0,No,Metropolitian,,2,12.49,39.0,5.0,12.0
23.0,4.9,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,,3,3.1,17.0,15.0,24.0
23.0,4.6,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,3.11,16.0,15.0,17.0
35.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,,3,3.02,25.0,15.0,21.0
38.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,,4,4.66,18.0,5.0,3.0
28.0,4.2,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,,4,12.16,39.0,5.0,6.0
34.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,,4,10.87,40.0,5.0,2.0
34.0,4.2,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,,3,7.45,37.0,5.0,7.0
24.0,4.1,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,,3,13.77,33.0,10.0,27.0
20.0,4.5,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,,4,4.67,27.0,9.98,1.0
26.0,5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,2,20.56,31.0,5.0,14.0
25.0,5.0,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,,3,4.59,10.0,5.0,26.0
33.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,,3,6.15,31.0,15.0,5.0
29.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,,2,9.36,10.0,15.0,13.0
21.0,4.6,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,,3,3.12,23.0,5.0,11.0
25.0,4.5,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,,3,12.16,26.0,5.0,4.0
25.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,,3,20.25,18.0,15.0,29.0
20.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,,3,11.01,29.0,5.0,31.0
20.0,4.7,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Urban,,2,4.4,10.0,9.98,13.0
22.0,4.6,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,,2,13.74,12.0,15.0,12.0
22.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,,2,16.12,22.0,10.0,16.0
37.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,2,3.15,27.0,5.0,17.0
35.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,,4,4.66,16.0,10.0,5.0
25.0,5.0,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,,3,9.22,14.0,15.0,11.0
34.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,,2,1.5,15.0,10.0,15.0
27.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,,4,1.53,24.0,5.0,3.0
38.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,,4,8.94,47.0,5.0,5.0
23.0,5.0,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,,3,19.97,20.0,9.98,2.0
39.0,4.6,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,,4,16.85,29.0,5.0,2.0
27.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,8.94,28.0,10.0,28.0
26.0,4.7,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,,3,16.9,16.0,15.0,12.0
22.0,4.5,Stormy,Jam,1,Snack,motorcycle,0.0,No,Urban,,3,20.25,16.0,5.0,23.0
31.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,,3,3.07,10.0,10.0,28.0
31.0,4.7,Sunny,High,0,Drinks,motorcycle,1.0,No,Urban,,3,1.51,29.0,5.0,17.0
28.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,1.51,20.0,9.98,19.0
31.0,4.6,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,,3,1.56,24.0,5.0,9.0
39.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,,3,13.41,16.0,15.0,14.0
21.0,5.0,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,,3,12.42,25.0,15.0,20.0
21.0,4.9,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,,4,7.77,25.0,5.0,1.0
26.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,,4,7.76,17.0,5.0,5.0
21.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,2,20.51,31.0,15.0,12.0
26.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,,2,13.43,22.0,9.98,12.0
21.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,2,3.09,24.0,15.0,17.0
29.566910587697237,4.8,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,,3,1.55,16.0,9.98,7.0
22.0,5.0,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,20.44,28.0,15.0,29.0
20.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,20.18,32.0,10.0,27.0
37.0,5.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,7.86,44.0,15.0,26.0
21.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,,3,7.56,13.0,9.98,7.0
28.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,4,13.79,24.0,10.0,6.0
25.0,5.0,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,3,1.56,13.0,15.0,5.0
23.0,4.6,Cloudy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,,2,6.29,20.0,10.0,17.0
37.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,4.6,33.0,5.0,28.0
20.0,4.7,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,,3,9.32,16.0,10.0,21.0
25.0,4.9,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,,4,9.18,13.0,15.0,5.0
21.0,4.5,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,,2,1.47,19.0,5.0,17.0
35.0,3.5,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,,4,13.79,37.0,15.0,6.0
36.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,,4,7.79,23.0,5.0,5.0
37.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,7.57,28.0,5.0,17.0
21.0,4.1,Sunny,High,0,Drinks,motorcycle,1.0,No,Urban,,2,6.29,53.0,15.0,15.0
35.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,,3,9.22,30.0,10.0,5.0
37.0,4.8,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,,3,13.61,22.0,15.0,4.0
22.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,4,7.68,29.0,15.0,5.0
24.0,4.0,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,,3,12.58,36.0,5.0,4.0
32.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,,3,7.86,23.0,15.0,13.0
23.0,4.6,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,,3,6.23,26.0,5.0,19.0
32.0,4.8,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,7.65,20.0,15.0,30.0
36.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,20.18,41.0,5.0,16.0
22.0,4.8,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,,3,16.66,25.0,15.0,14.0
30.0,4.6,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,,3,12.29,38.0,5.0,16.0
26.0,5.0,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,,4,3.07,10.0,10.0,5.0
34.0,4.0,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,,3,10.43,38.0,15.0,25.0
20.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,,3,7.65,22.0,10.0,7.0
25.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,,2,17.3,43.0,9.98,12.0
31.0,4.5,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,,3,12.23,28.0,15.0,20.0
22.0,4.5,Windy,High,1,Drinks,motorcycle,1.0,No,Urban,,3,3.07,18.0,9.98,7.0
34.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,20.18,51.0,9.98,25.0
21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,4,19.66,42.0,15.0,4.0
28.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,,3,20.18,39.0,15.0,31.0
27.0,4.6,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,,3,6.13,20.0,9.98,3.0
31.0,4.3,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,,3,3.06,33.0,10.0,30.0
22.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,7.56,29.0,10.0,26.0
33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,,4,20.44,29.0,10.0,4.0
22.0,4.9,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,3,7.6,16.0,10.0,17.0
26.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,,3,4.6,27.0,5.0,19.0
25.0,4.9,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,,3,16.83,46.0,10.0,29.0
20.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,,3,7.68,12.0,5.0,30.0
30.0,4.9,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,,3,4.59,21.0,15.0,13.0
22.0,4.9,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,9.18,26.0,5.0,28.0
33.0,4.5,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,,3,3.06,28.0,15.0,3.0
26.0,4.5,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,,3,4.47,10.0,15.0,17.0
28.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,3,4.61,19.0,10.0,28.0
31.0,4.8,Sandstorms,High,0,Snack,motorcycle,1.0,No,Semi-Urban,,4,6.04,48.0,15.0,1.0
20.0,5.0,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,,4,19.88,27.0,9.98,2.0
35.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,,3,19.62,26.0,10.0,14.0
39.0,4.2,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,,3,6.06,33.0,9.98,24.0
25.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,4,9.31,21.0,10.0,3.0
25.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,,2,14.15,16.0,10.0,18.0
31.0,4.6,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,,2,11.75,16.0,10.0,18.0
20.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Urban,,2,7.49,17.0,15.0,13.0
34.0,5.0,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,,3,6.13,16.0,9.98,7.0
24.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,3,12.42,33.0,15.0,25.0
26.0,4.8,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,,3,9.18,13.0,15.0,17.0
30.0,4.2,Windy,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,,3,10.91,44.0,10.0,29.0
21.0,5.0,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,,2,12.11,25.0,10.0,12.0
30.0,4.7,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,,3,16.85,30.0,15.0,2.0
26.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,,3,10.43,10.0,5.0,4.0
30.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,,2,1.54,25.0,5.0,13.0
20.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,,3,13.41,24.0,15.0,16.0
36.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,,3,1.53,23.0,15.0,7.0
32.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,,3,4.6,10.0,10.0,9.0
30.0,4.7,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,,3,20.18,20.0,15.0,12.0
31.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,1.52,22.0,15.0,28.0
33.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,,3,10.57,29.0,9.98,18.0
35.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,,3,6.21,34.0,10.0,1.0
27.0,5.0,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,,3,20.18,11.0,15.0,23.0
30.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,,3,17.07,26.0,15.0,16.0
34.0,4.7,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,,3,6.29,28.0,5.0,15.0
32.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,,4,19.98,26.0,9.98,2.0
32.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,,2,1.47,29.0,15.0,15.0
35.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,,3,3.11,17.0,15.0,5.0
39.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,7.45,26.0,15.0,30.0
28.0,5.0,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,,3,12.58,16.0,15.0,29.0
33.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,14.02,38.0,15.0,6.0
23.0,4.7,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,,3,16.9,27.0,9.98,23.0
39.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,,3,13.97,17.0,5.0,20.0
24.0,4.9,Sunny,Low,2,Meal,motorcycle,1.0,No,Urban,,3,10.72,30.0,5.0,2.0
30.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,17.14,41.0,15.0,8.0
20.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,4,9.31,21.0,9.98,3.0
36.0,5.0,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,,3,13.83,26.0,5.0,18.0
36.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,1.54,21.0,5.0,17.0
27.0,5.0,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,,3,4.66,18.0,15.0,11.0
39.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,9.31,29.0,5.0,28.0
26.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,,4,3.06,10.0,5.0,3.0
21.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,,3,4.66,10.0,9.98,19.0
35.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,3,14.02,15.0,5.0,8.0
31.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,1.55,29.0,5.0,5.0
30.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,,3,14.15,25.0,15.0,29.0
23.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,3,10.87,28.0,15.0,18.0
32.0,4.6,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,,3,4.59,30.0,5.0,26.0
20.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,,3,9.09,18.0,9.98,19.0
32.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,,3,3.02,24.0,10.0,3.0
24.0,4.7,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,,3,14.02,19.0,15.0,27.0
27.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,Yes,Metropolitian,,3,13.68,42.0,10.0,6.0
26.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,3,19.76,23.0,5.0,8.0
22.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,2,19.63,42.0,9.98,16.0
39.0,4.0,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,,2,6.29,31.0,10.0,17.0
31.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,,3,3.11,15.0,9.98,15.0
36.0,4.8,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,,2,5.97,32.0,9.98,15.0
30.0,4.1,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,,3,20.21,48.0,9.98,16.0
30.0,4.0,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,,3,4.66,38.0,10.0,26.0
31.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,,3,13.97,44.0,10.0,4.0
34.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,,3,4.67,24.0,15.0,15.0
29.566910587697237,4.8,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,,3,6.05,29.0,9.98,13.0
36.0,4.2,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,19.69,34.0,5.0,10.0
29.0,4.9,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,,3,7.6,20.0,9.98,24.0
34.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,,3,12.16,26.0,10.0,27.0
21.0,4.7,Windy,High,2,Snack,motorcycle,1.0,No,Metropolitian,,3,1.51,22.0,15.0,11.0
39.0,4.6,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,,3,3.1,27.0,5.0,13.0
23.0,4.6,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,,2,1.57,28.0,10.0,13.0
23.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,,2,14.15,26.0,10.0,18.0
28.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,16.38,28.0,5.0,23.0
25.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,12.26,38.0,15.0,23.0
34.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,2,5.86,34.0,5.0,15.0
21.0,4.5,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,,3,16.9,24.0,5.0,10.0
27.0,4.7,Fog,Medium,1,Buffet,motorcycle,0.0,No,Urban,,2,8.95,12.0,10.0,17.0
31.0,4.3,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,,3,13.97,44.0,15.0,12.0
33.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,,3,3.11,15.0,9.98,24.0
29.0,5.0,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,,3,9.12,25.0,5.0,21.0
31.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,,3,20.85,51.0,10.0,23.0
29.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,,3,10.87,27.0,9.98,16.0
20.0,5.0,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,,3,6.13,11.0,15.0,7.0
27.0,4.5,Windy,Low,1,Drinks,scooter,0.0,No,Urban,,2,10.44,10.0,10.0,14.0
30.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,19.62,21.0,15.0,20.0
28.0,4.8,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,,3,4.54,17.0,10.0,13.0
26.0,4.1,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,,4,4.47,33.0,15.0,1.0
28.0,4.1,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,20.18,32.0,9.98,16.0
30.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,4,1.52,24.0,10.0,3.0
33.0,4.4,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,,3,12.29,41.0,5.0,16.0
24.0,4.7,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,,4,17.3,27.0,15.0,6.0
36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,,3,8.94,15.0,9.98,28.0
38.0,5.0,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,,2,1.49,11.0,5.0,17.0
32.0,3.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,16.6,32.0,15.0,12.0
27.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,,3,16.38,24.0,5.0,27.0
26.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,10.88,31.0,15.0,18.0
23.0,4.7,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,,3,19.89,18.0,5.0,10.0
29.0,4.8,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,,3,19.62,16.0,10.0,4.0
24.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,,3,7.65,29.0,15.0,30.0
37.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,,3,8.94,30.0,5.0,3.0
25.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,,4,12.16,26.0,5.0,6.0
32.0,4.8,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,,3,16.64,22.0,10.0,6.0
24.0,4.7,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,,3,12.1,34.0,15.0,25.0
